secondary_study_accession	sample_accession	secondary_sample_accession	run_accession	submission_accession	fastq_md5	fastq_ftp	submitted_ftp
ERP109205	SAMEA3570853	ERS878002	ERR1424015	ERA625452	8967a59a289f7e78c07c7dbccf0e8615;77dc839b52915f96de0e6d29ad34886e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424015/ERR1424015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424015/ERR1424015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424015/19189_8#45.cram
ERP109205	SAMEA3570855	ERS878004	ERR1424016	ERA625452	1cf3a5f6105c3a08fde0d12368403e09;b9be430f0ed3cf8392478b0ccb5f1eaf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424016/ERR1424016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424016/ERR1424016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424016/19189_8#46.cram
ERP109205	SAMEA3570857	ERS878006	ERR1424017	ERA625452	82fcdbdc0134870e941c234b0601f500;c12f481ef662639c9e115265a0970b65	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424017/ERR1424017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424017/ERR1424017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424017/19189_8#47.cram
ERP109205	SAMEA3570859	ERS878008	ERR1424018	ERA625452	d899db96b718efec18386f9cebd9a329;362a6628153e791d9d09ad2f47eb0173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424018/ERR1424018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424018/ERR1424018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424018/19189_8#48.cram
ERP109205	SAMEA3570861	ERS878010	ERR1424019	ERA625452	58d6b71b568be977b721fc9dbf686601;4dbfe0569a2be03c191c512f25bd385b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424019/ERR1424019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424019/ERR1424019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424019/19189_8#49.cram
ERP109205	SAMEA3570863	ERS878012	ERR1424020	ERA625452	860dc50a6ae05d5bd6ac257ae48cdfd1;0d95777544ec2aaf3979e4b636048b3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424020/ERR1424020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424020/ERR1424020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424020/19189_8#50.cram
ERP109205	SAMEA3570865	ERS878014	ERR1424021	ERA625452	06c654a43ef5e9a5ed9ef03697341833;1f8f7f987f8a105427f2a17c5291ac42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424021/ERR1424021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424021/ERR1424021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424021/19189_8#51.cram
ERP109205	SAMEA3570867	ERS878016	ERR1424022	ERA625452	c0b4fe5c23099a726a84a53a5b20e01d;771ba049ba517e330061c7f921a207fa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424022/ERR1424022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424022/ERR1424022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424022/19189_8#52.cram
ERP109205	SAMEA3570869	ERS878018	ERR1424023	ERA625452	5532bea076961f96e3f6edc1b81c510f;ad622f9ca853da1c298d2e363fece06d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424023/ERR1424023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424023/ERR1424023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424023/19189_8#53.cram
ERP109205	SAMEA3570871	ERS878020	ERR1424024	ERA625452	39b1e7026263b51a5a6ed67b82e5df7f;2ca9787d0fe0fc83481c03d4b86dadbd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424024/ERR1424024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424024/ERR1424024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424024/19189_8#54.cram
ERP109205	SAMEA3570873	ERS878022	ERR1424025	ERA625452	22d9cd97ffcfe358d3d813a5d721a6ac;eb2a734a35b4e816a372ed7a771acdca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424025/ERR1424025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424025/ERR1424025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424025/19189_8#55.cram
ERP109205	SAMEA3570875	ERS878024	ERR1424026	ERA625452	5eeff19bf64ace7d4c4c6045e14bf3e0;aa0b6d3e3445a50bbcdbb7ddbde84737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424026/ERR1424026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424026/ERR1424026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424026/19189_8#56.cram
ERP109205	SAMEA3570877	ERS878026	ERR1424027	ERA625452	990c914343a1727add681ddac9ac08d5;3d1fa52b4f7b6878d83031089aa48729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424027/ERR1424027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424027/ERR1424027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424027/19189_8#57.cram
ERP109205	SAMEA3570879	ERS878028	ERR1424028	ERA625452	9f161d78103113ec983e47e1939c45b9;020da9cfe25e55be28975f02a244be23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424028/ERR1424028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424028/ERR1424028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424028/19189_8#58.cram
ERP109205	SAMEA3570881	ERS878030	ERR1424029	ERA625452	ab8e01d266595d56dd103029f3ced3d9;b57699c953dee51aa1b8cabd8474e1e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424029/ERR1424029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424029/ERR1424029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424029/19189_8#59.cram
ERP109205	SAMEA3570883	ERS878032	ERR1424030	ERA625452	6d4ec710a7785d7d4d6603771fff2891;6061969632112c5e09f1c10c58447fcb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424030/ERR1424030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424030/ERR1424030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424030/19189_8#60.cram
ERP109205	SAMEA3570885	ERS878034	ERR1424031	ERA625452	18cd9339505b468a1ac47436d7c1385b;c8d119e4cd78be4d1d93506a55e594b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424031/ERR1424031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424031/ERR1424031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424031/19189_8#61.cram
ERP109205	SAMEA3570887	ERS878036	ERR1424032	ERA625452	cb24586d91e9431fdc017a35a5ab2aa2;3bc0067b9ad5693daecfc8eea296dd3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424032/ERR1424032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424032/ERR1424032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424032/19189_8#62.cram
ERP109205	SAMEA3570889	ERS878038	ERR1424033	ERA625452	9f7a93ef2cf72f443b9a93966d415fb7;f67b9edb423b0ee87e27cf8ccc927cc0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424033/ERR1424033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424033/ERR1424033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424033/19189_8#63.cram
ERP109205	SAMEA3570891	ERS878040	ERR1424034	ERA625452	0ef3999388aa3e558a2cc6155bb7c003;b04cc9e4261d892cfbfe6d2cd1896643	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424034/ERR1424034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424034/ERR1424034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424034/19189_8#64.cram
ERP109205	SAMEA3570893	ERS878042	ERR1424035	ERA625452	5ae47ec6a0ed14c09679bab8883f54e2;91f94d4cbe9453d445fddb80069cfefb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424035/ERR1424035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424035/ERR1424035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424035/19189_8#65.cram
ERP109205	SAMEA3570895	ERS878044	ERR1424036	ERA625452	4e92e989b7136adffb5c1d34a78290e2;c3d9150c295646d84f0833484799e533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424036/ERR1424036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424036/ERR1424036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424036/19189_8#66.cram
ERP109205	SAMEA3570897	ERS878046	ERR1424037	ERA625452	aa752df0855286c7c1257b144b86dad3;bcf42fefecee64c1ac49ddfb8cbea017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424037/ERR1424037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424037/ERR1424037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424037/19189_8#67.cram
ERP109205	SAMEA3570899	ERS878048	ERR1424038	ERA625452	f48463c87e7e8c7f7c289d0d72285a99;ffdc8495260124c52ae375751defa594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424038/ERR1424038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424038/ERR1424038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424038/19189_8#68.cram
ERP109205	SAMEA3570901	ERS878050	ERR1424039	ERA625452	df5db218dae821c34b8a3a419b04d3a0;110abaf8fcd6bbecdaff68286593c947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424039/ERR1424039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424039/ERR1424039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424039/19189_8#69.cram
ERP109205	SAMEA3570903	ERS878052	ERR1424040	ERA625452	501903402f4d155e3499410c2b569f8c;6e286f06e6ef1138c1666a747bb63c32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424040/ERR1424040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424040/ERR1424040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424040/19189_8#70.cram
ERP109205	SAMEA3570905	ERS878054	ERR1424041	ERA625452	622cfb0eea0fc894bd899ec3fd2a4eb4;4eef8745d77d69e08c53a739aa621467	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424041/ERR1424041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424041/ERR1424041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424041/19189_8#71.cram
ERP109205	SAMEA3570907	ERS878056	ERR1424042	ERA625452	49ebb5694267ba9dce94310d7ecabf1a;808004b32aae5e73b1971c36b6ebfa2a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424042/ERR1424042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424042/ERR1424042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424042/19189_8#72.cram
ERP109205	SAMEA3570909	ERS878058	ERR1424043	ERA625452	a4ed709cfd1321d22d169d6a289606cc;6f38f9b470828049e7f1391e2ba7bb01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424043/ERR1424043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424043/ERR1424043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424043/19189_8#73.cram
ERP109205	SAMEA3570911	ERS878060	ERR1424044	ERA625452	613011c7870ef1988aba7eea9981415d;77bc050c4ad26030de14a7af0aa1f4d2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424044/ERR1424044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424044/ERR1424044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424044/19189_8#74.cram
ERP109205	SAMEA3570913	ERS878062	ERR1424045	ERA625452	d92c3df706d37a6503c012a43ebb6921;4d23696ef5b14ec70e101a821db39f11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424045/ERR1424045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424045/ERR1424045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424045/19189_8#75.cram
ERP109205	SAMEA3570915	ERS878064	ERR1424046	ERA625452	54057e150808b05538d948296773cdc0;095d07f9ac3b29a721a977519b6ce39c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424046/ERR1424046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424046/ERR1424046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424046/19189_8#76.cram
ERP109205	SAMEA3570917	ERS878066	ERR1424047	ERA625452	1a474b2ffb03bde4530bc66164fa22e0;92d4a67412cdcc0ed9293fb73da06ef5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424047/ERR1424047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424047/ERR1424047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424047/19189_8#77.cram
ERP109205	SAMEA3570919	ERS878068	ERR1424048	ERA625452	0ed6cdbb2d612839ff8b7e324be48ed1;dc68984c1ab2fc65a11cf28827fbbee5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424048/ERR1424048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424048/ERR1424048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424048/19189_8#78.cram
ERP109205	SAMEA3570921	ERS878070	ERR1424049	ERA625452	f4f9bba7be5674507d650ac9bd8ca1ab;48fbc0580bbde6587c25b8bf570262d6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424049/ERR1424049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424049/ERR1424049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424049/19189_8#79.cram
ERP109205	SAMEA3570923	ERS878072	ERR1424050	ERA625452	147ec5bd73de607699a2ff9b6ca679be;273b6b2e373867fec75c649e890027a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424050/ERR1424050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424050/ERR1424050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424050/19189_8#80.cram
ERP109205	SAMEA3570925	ERS878074	ERR1424051	ERA625452	ae4dde745ea38c95a59cd9ca83f53f72;e02a3f69cd9e542088bd5e0fd307b73c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424051/ERR1424051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424051/ERR1424051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424051/19189_8#81.cram
ERP109205	SAMEA3570927	ERS878076	ERR1424052	ERA625452	8cccc1879ed5d89982140e2f4b2cedd9;9b974e77762f05a62213fdccfc498c7a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424052/ERR1424052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424052/ERR1424052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424052/19189_8#82.cram
ERP109205	SAMEA3570929	ERS878078	ERR1424053	ERA625452	b3cb436e93327c6fb36981a2731c7cf1;cfa6c1a6a0c9df82eea1f4ecd8232e52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424053/ERR1424053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424053/ERR1424053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424053/19189_8#83.cram
ERP109205	SAMEA3570931	ERS878080	ERR1424054	ERA625452	b0ebc04ef0022f92b9754bf90d06a48e;c686ff9d06fca62ad085956d54bc88ec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424054/ERR1424054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424054/ERR1424054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424054/19189_8#84.cram
ERP109205	SAMEA3570933	ERS878082	ERR1424055	ERA625452	054a164f7dc0872fc6b0eeae3baa5814;c8a6a5e37b786a931a53abbd713387cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424055/ERR1424055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424055/ERR1424055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424055/19189_8#85.cram
ERP109205	SAMEA3570935	ERS878084	ERR1424056	ERA625452	3700f7cff6e30b1828ca62d99b2d0053;b7016e0e48e794bb407f676f2765236c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424056/ERR1424056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424056/ERR1424056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424056/19189_8#86.cram
ERP109205	SAMEA3570937	ERS878086	ERR1424057	ERA625452	26463bf1dc96322c5329f15881dc0510;6a6bf8d89e16f494ae89c92e742aa30f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424057/ERR1424057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424057/ERR1424057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424057/19189_8#87.cram
ERP109205	SAMEA3570939	ERS878088	ERR1424058	ERA625452	1a5831be51b8db61d92c99f57764ddc6;23e8a5ea537e6b9a8bb5de34e71a86d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424058/ERR1424058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424058/ERR1424058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424058/19189_8#88.cram
ERP109205	SAMEA3570941	ERS878090	ERR1424059	ERA625452	4988e66e6d4b514e547494a2db0ca4ca;db97f9cb2275d5291b94004ad5573d2f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424059/ERR1424059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424059/ERR1424059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424059/19189_8#89.cram
ERP109205	SAMEA3570943	ERS878092	ERR1424060	ERA625452	1f2a4eb6e57134bd3af2ac3333b95466;7a09753c15ab10c10bc2885230babd83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424060/ERR1424060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424060/ERR1424060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424060/19189_8#90.cram
ERP109205	SAMEA3570945	ERS878094	ERR1424061	ERA625452	70d513452a7c041cde6149d5d60a21fe;b05c4daf4c29ffc5a41d76627933c48b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424061/ERR1424061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424061/ERR1424061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424061/19189_8#91.cram
ERP109205	SAMEA3570947	ERS878096	ERR1424062	ERA625452	51d63df26c07fe6ebb026d6dd5623b65;4fbb2122154179b6e7705bd3f786758b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424062/ERR1424062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424062/ERR1424062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424062/19189_8#92.cram
ERP109205	SAMEA3570949	ERS878098	ERR1424063	ERA625452	104901f0b2308e8f24afa66582f12369;8d15566ac02c156353ac40bae5a9b158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424063/ERR1424063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424063/ERR1424063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424063/19189_8#93.cram
ERP109205	SAMEA3570951	ERS878100	ERR1424064	ERA625452	d7464299128ad3cb3c61024a288a5d3a;697a4d5ec03676055be7e803408eb240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424064/ERR1424064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/004/ERR1424064/ERR1424064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424064/19189_8#94.cram
ERP109205	SAMEA3570953	ERS878102	ERR1424065	ERA625452	40387d221f60625df08b4ad47eb62eba;917a2c75790ea235562427e75525e3a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424065/ERR1424065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/005/ERR1424065/ERR1424065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424065/19189_8#95.cram
ERP109205	SAMEA3570955	ERS878104	ERR1424066	ERA625452	6ba9288baa214554ebd7d6b3e3627fdc;c6d3bcd937091f2a6f5b2e2404561599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424066/ERR1424066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/006/ERR1424066/ERR1424066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424066/19189_8#96.cram
ERP109205	SAMEA3570957	ERS878106	ERR1424067	ERA625453	c9e7295438a5e9f99299f9e4b549d0d8;c6a5c09ed2f6bce09a8daeaab4daadad	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424067/ERR1424067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/007/ERR1424067/ERR1424067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424067/19189_2#1.cram
ERP109205	SAMEA3570959	ERS878108	ERR1424068	ERA625453	05ff40dc9cae0b29fbd63c097bf90bbd;22c2e0042ac4971ff0d35d740707323a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424068/ERR1424068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/008/ERR1424068/ERR1424068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424068/19189_2#2.cram
ERP109205	SAMEA3570961	ERS878110	ERR1424069	ERA625453	2e0e9b3b55e30573af2f12f54566bade;626161febf8931bb46ab1413b53bbb46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424069/ERR1424069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/009/ERR1424069/ERR1424069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424069/19189_2#3.cram
ERP109205	SAMEA3570963	ERS878112	ERR1424070	ERA625453	c979ee6e99c96ec6294e3af19e897fc2;b6746be59fa17f23e0253b0cbff4a6ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424070/ERR1424070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/000/ERR1424070/ERR1424070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424070/19189_2#4.cram
ERP109205	SAMEA3570965	ERS878114	ERR1424071	ERA625453	b9eb5de2bc7a5cc3c2a582b36006b295;d0e265c86c806886add6335e5fc504c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424071/ERR1424071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/001/ERR1424071/ERR1424071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424071/19189_2#5.cram
ERP109205	SAMEA3570967	ERS878116	ERR1424072	ERA625453	1c9b05e01450479ae9035e0be694035a;d2ea78fafa8d93a48892ac4b0f6f9644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424072/ERR1424072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/002/ERR1424072/ERR1424072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424072/19189_2#6.cram
ERP109205	SAMEA3570969	ERS878118	ERR1424073	ERA625453	33ff60a060181f1aa8d5a79ee74f5f08;be6a8eb802ce54b1f549eb84c5e260d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424073/ERR1424073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/003/ERR1424073/ERR1424073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR1424073/19189_2#7.cram
